title,date,country,description,keywords,categories,source_url,page,source_category
We Buy COPPER WIRE SCRAP,"21 Sep, 2017",Pakistan,"Dear Sir,
I am Saira Anam from Pakistan. I am import manger in a Nadeem Motors. we deal in all kind of electronics,Generators, Motor Cars, Motor Bikes, Cables, Wires, Health &Beautyequipment , Security system, Gray Cloth, Leather Clothing, Mobile Phones, Accessories, Home Appliances, Kitchen Appliances Office Appliances, Audio Video System, Heavy Machinery, Construction Machinery, Tractor, Truc",,"Minerals & Metallurgy,Copper Scrap",https://importer.ec21.com/buy-lead/We-Buy-COPPER-WIRE-SCRAP--24136369.html,15,Beauty
We Buy 2816C Pink Color Repair Base Gel,"11 May, 2017",China,"beautiful and smooth, which is also the goal of our all base gel. When you soak off the gel polish, the nail surface will be little irregularity and looks ugly. Then you can use our pink color repair base gel, it can make your nail surface smooth. What`s more, this base one uv gel can enhance the gel polish saturation.
When you apply it, you should first apply a thin layer of soak off base Gel, a",Repair Base Gel,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-2816C-Pink-Color--24100877.html,15,Beauty
Buy ISFREN Rx Magic Eye Solution Ex (Dark Circle Eye Cream),"10 Jan, 2017",United States,"Hi,
My name is Anonio Noble and I am right a pilot for Korean Air.
My wife has a skin and hairbeautysalon in Los angeles ( maki salon) and we are looking for unique products that we could continously supply to our customers.
May we know the wholesale price of Magic eye cream and the minimum order for it.
Also if we order, could you invlude english translations for it and also some promotional p",,"Personal Care,Eye Cream",https://importer.ec21.com/buy-lead/Buy-ISFREN-Rx-Magic-Eye--24063204.html,15,Beauty
We Buy Automotive Brake Pad & Lining,"30 Jun, 2017",China,"Hello! Our company now focuses on the us FBA - European FBA activity price! Thebeautiful to the explosion! 
1: UPS in Europe will receive a price of 42 yuan/KG for 4 to 5 days from 100kg. 2: UPS, UPS, UPS, UPS, prices, $40 / KG, $40 / KG for 3-4 days! 
3: HKUPS red single 6000 American 71kg up 3 fold the next day extraction! 4: the mainland UPS red single 7000 us 100kg + 43 yuan/KG will be colle",,"Automobiles & Motorcycles,Brake Pads",https://importer.ec21.com/buy-lead/We-Buy-Automotive-Brake-Pad--24115462.html,15,Beauty
"We Buy Pants, Shoes, Shirt","15 Jul, 2018",Vietnam,"fashionable clothes, easy fit for teenage, size, colors are favored,beautiful fashion shoes and ets","Fashion,Teen,Comfortable,Style","Business Services,Fashion Accessories Agents",https://importer.ec21.com/buy-lead/We-Buy-Pants-Shoes--24193000.html,15,Beauty
We Buy 100% Original Bioderma Sensibio and Bioderma Sebium,"2 Feb, 2018",China,"Hi,we are doing health andbeautyproducts in large qty, please contact me if u have this kind of stock.",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-100-Original--24163441.html,15,Beauty
We Buy DWJ-3XD LOW TEMPERATURE COLD TRAP,"20 Nov, 2018",China,"beautiful and corrosion-resistant. 
　　     The temperature measurement is digital and the accuracy is high. 
　　Technical parameters： 
　　minimum tempt.：≤-40℃ 
　　recycling flow：3L/min 
　　sink volume：3L 
　　chamber dimensions：Φ200*160mm 
　　overall dimensions：782*452*390mm
If you have the needs of freeze dryers, freeze dryers, etc., you need to know the",Low Temperature Cold Trap,"Manufacturing & Processing Machinery,Machine Tools",https://importer.ec21.com/buy-lead/We-Buy-DWJ-3XD-LOW--24214159.html,15,Beauty
We Buy New Technology,"20 Aug, 2018",Vietnam,"Dear Sir/ Madam, 
My name is Sadie Phan, Importer from Viet Nam PLMEDBeautyCo., Ltd.
We are one of the leading company purchasingBeautyEquipment in Viet Nam market. You can see some of our product on plmed.vn
This time, we are searching some new technology aboutBeautyEquipment. We are interested in Hifu, Slim machine, Q- switched NDYAG laser,... 
If you have some new machine with special fe","New Technology,Beauty Equipment,Slim,Hifu","Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/We-Buy-New-Technology--24199663.html,16,Beauty
We Buy Tricell PRP KIT 30cc,"31 Dec, 2018",Syria,"A tube to separate the plasma from the blood and intensify the platelet count ,Use it to treat joints, skin andbeauty.",Whatsapp 00963932346946,"Health & Medical,Orthopedic Supplies",https://importer.ec21.com/buy-lead/We-Buy-Tricell-PRP-KIT--24220044.html,16,Beauty
Buy korea Red ginseng,"14 Jun, 2017",Australia,"hi, my name is bong i live in Australia . i want to buy your ginseng products to retail in mybeautyand laser clinic . as many of my customer want to healthy andbeautiful . please send me your wholesale price list that i can place an order . 
thank u 
bong tran",,"Health & Medical,Health Food",https://importer.ec21.com/buy-lead/Buy-korea-Red-ginseng--24111239.html,16,Beauty
We Buy Skin Analyers,"11 Oct, 2017",China,We would like to buy some skin analyers which will be used inbeautysalon. We have over 150beautysalons in China.,"beauty,skin analyser","Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/We-Buy-Skin-Analyers--24139660.html,16,Beauty
We Buy We Want To Buy Cups,"12 Dec, 2017",China,"We are yuna studio, we want to buy somebeautiful style, with your company's characteristics of the cup.","cup,mug,bottle","Home & Garden,Cups",https://importer.ec21.com/buy-lead/We-Buy-We-Want-To--24152542.html,16,Beauty
Buy Konjac Sponge,"19 Apr, 2017",United Arab Emirates,"Hello,
I hope this message finds you well.BeautySolutions andBeautiful Brands are twobeautydistribution companies based in Dubai, United Arab Emirates. Both companies supply the GCC region and Middle East. You can find out more about our companies by visiting our websites (www.beautysolutions-me.com and www.beautifulbrands.ae).
I am interested to know more about the quality and costs of your",,"Personal Care,Facial Cleanser",https://importer.ec21.com/buy-lead/Buy-Konjac-Sponge--24094803.html,16,Beauty
Buy KONJAC Puffs and Sponges From Jeju J-IN,"19 Apr, 2017",United Arab Emirates,"Hello,
I hope this message finds you well.BeautySolutions andBeautiful Brands are twobeautydistribution companies based in Dubai, United Arab Emirates. Both companies supply the GCC region and Middle East. You can find out more about our companies by visiting our websites (www.beautysolutions-me.com and www.beautifulbrands.ae).
I am interested to know more about the quality and costs of your",,"Personal Care,Facial Cleanser",https://importer.ec21.com/buy-lead/Buy-KONJAC-Puffs-and-Sponges--24094801.html,16,Beauty
Buy Hot Sale Deep Cleanning 100% Natural Konjac Facial Sponge,"19 Apr, 2017",United Arab Emirates,"Hello,
I hope this message finds you well.BeautySolutions andBeautiful Brands are twobeautydistribution companies based in Dubai, United Arab Emirates. Both companies supply the GCC region and Middle East. You can find out more about our companies by visiting our websites (www.beautysolutions-me.com and www.beautifulbrands.ae).
I am interested to know more about the quality and costs of your",,"Personal Care,Cosmetic Puff",https://importer.ec21.com/buy-lead/Buy-Hot-Sale-Deep-Cleanning--24094800.html,16,Beauty
Buy Konjac Sponge,"19 Apr, 2017",United Arab Emirates,"Hello,
I hope this message finds you well.BeautySolutions andBeautiful Brands are twobeautydistribution companies based in Dubai, United Arab Emirates. Both companies supply the GCC region and Middle East. You can find out more about our companies by visiting our websites (www.beautysolutions-me.com and www.beautifulbrands.ae).
I am interested to know more about the quality and costs of your",,"Personal Care,Facial Cleanser",https://importer.ec21.com/buy-lead/Buy-Konjac-Sponge--24094798.html,16,Beauty
We Buy Derdermalax Implant Plus_HA Filler,"16 Jan, 2018",Russia,"Hallo. My name is Polina. I work in thebeautyindustry in Russia, Khabarovsk. I'm interested in purchasing Cosmetological prodacts such as Dermalax deep plus and dermalax implant plus. I wonder if there is any opportunity to purchase this products in your company and deliver it to my city. I order this products throug the intermediary company in Russia, but I would like to cooperate with Korean",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Derdermalax-Implant-Plus--24160357.html,16,Beauty
We Buy Heath Products,"23 Jul, 2020",Hong Kong,Beautyproducts. Jenny +852 68267998,,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/We-Buy-Heath-Products--24295052.html,16,Beauty
Buy Korean Snacks,"17 Jan, 2020",United States,"We are looking for distributor for Korean/Japanese confectionery and drinks. 
We are based out of Minneapolis, MN, USA and specialized in Asian product retail and wholesale.","Korean snacks,Korean confectionery,Japanese snacks,Korean beauty","Food & Beverage,Snacks",https://importer.ec21.com/buy-lead/Buy-Korean-Snacks--24266541.html,16,Beauty
"Looking for ODM SKINCARE (Serum,Moisturizer, Exfoliant)","18 Nov, 2020",Indonesia,"Hello,
My name is Joe. I am rep my company, Arindo Indonesia, we are currently looking for a skincare manufacturer for our newbeautybrand.
We are looking to make :
1. Moisturizer.
Ceramide, Niacinamide10%, aha3%bha1%pha2%, alpha arbutin 2%, centella asiatica, vit b5, vit c. 
2. Retinal Serum. 2% Retinal. (NOT RETINOL)
3. Exfoliant.
Aha10%, Bha2%, Pha5% + Niacinamide.
Our moq is around 3000-5000","Odm,Skincare,Serum,Cream","Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Looking-for-ODM-SKINCARE--24309374.html,16,Beauty
We Buy Hanacure Face Mask,"18 May, 2020",Canada,"Quantity minimum order
Quality high quality
Packaging 
Colour white 
Fast delivery
Excellent customer service","Beauty skincare,Skincare","Personal Care,Other Beauty Supplies",https://importer.ec21.com/buy-lead/We-Buy-Hanacure-Face-Mask--24284492.html,17,Beauty
"We Buy ""Camolino Rice""","21 Feb, 2019",Morocco,"Dear Madam / Dear Sir!
Pursuant to the current needs of our company, we are looking for supplier-company/factory that can supply us the camolino rice.
It can also be called Egyptian rice or Calrose rice and it is one of the amazing varieties of rice which is non-sticky.
Camolino Rice has a unique taste and aroma.Beautiful pearl color. Unlike other kinds of rice, camolino does not stick when cook","Rice,Camolino,Egyptian","Agriculture,Rice",https://importer.ec21.com/buy-lead/We-Buy-Camolino-Rice--24226758.html,17,Beauty
"We Buy Human Hair Bundles, Closures, Frontals And Pre Plucked Wigs","4 Oct, 2019",United States,"Human Hair Brazilian, 100% Virgin Hair, cuticle aligned. Looking for pre pluckedbeautiful wigs and closures all sizes.","Brazilian Virgin hair,Virgin hair,Closures,Frontals","Fashion Accessories,Wigs",https://importer.ec21.com/buy-lead/We-Buy-Human-Hair-Bundles--24256414.html,17,Beauty
We Buy --Whitening Injection,"30 Oct, 2019",Singapore,"- Glutathione injection vials 
2-lifting injection vials 
3-Whitening injection 
4-anti-aging products 
5-slimming products",beauty products,"Business Services,Beauty Products Agents",https://importer.ec21.com/buy-lead/We-Buy-Whitening--24258603.html,17,Beauty
"We Buy African Shea Butters,  Black Soap, African Belly Beads,Oils","22 Apr, 2020",Qatar,"Looking for African health andbeautyproducts: shea butter, black soap, Oils, supplements.
Also Belly beads","Sheabutter,Health,Beauty,Oils","Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-African-Shea-Butters--24280379.html,17,Beauty
"We Buy Soaps, Liquid Hand Wash, Hand Sanitiser","25 Aug, 2019",Pakistan,"Bath soaps,beautysoaps , luxury soaps , medicated soaps , liquid hand was and sanitiser of good quality and good price. Quality speaks itself when in reasonable price.","Soap,Liquid hand wash,bath soaps,hand sanitiser","Personal Care,Bath Soap",https://importer.ec21.com/buy-lead/We-Buy-Soaps-Liquid--24252636.html,17,Beauty
We Buy Peel Products for Salons.,"28 Jun, 2019",Taiwan,"We are a distributor ofbeautyproducts in Taiwan. 
We sale products tobeautysalon owners in Taiwan. 
Now we are looking for professional peeling products forbeautysalon. 
Please provide us product information.
Thank.","PEEL,PEELING POWDER,Cell regeneration","Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/We-Buy-Peel-Products-for--24244363.html,17,Beauty
lipstick,"28 Mar, 2019",Vietnam,"I am Mild River an assitant purchasing from Hang Hai Company, Vietnam. We are specialize inbeauty. We are one of the leadingbeautycompany. 
I see your advertising offering on website: ec21.com. We are looking for your production lipstick. Could you please send us your catalogue and price
Could you please send us your lastest catalogue and price list for all kinds of lipstick.
We would be glad","phone,cell phone,smart phone,mobile phone","Telecommunications,Phone Cards",https://importer.ec21.com/buy-lead/lipstick--24231710.html,17,Beauty
We Buy Ampoules and Serums,"27 Dec, 2019",Malaysia,"Dear sir, 
Currently we are the appointed sole distributor of dr.eslee homecare range in Malaysia since 2017. dr.eslee brand is manufactured by Ajou Medics Co Ltd Korea. We looking exploring to expand our businesses into thebeautysalons channel. Unfortunely Ajou Medics does not have ampoules & serums in the brand portfolio.
Hence we are looking for new business partners from Korea to supply us","ampoules,serums,treatment","Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/We-Buy-Ampoules-and-Serums--24264366.html,17,Beauty
We Buy  Refined Sunflower Oil,"19 Jun, 2022",Gabon,"beautiful country. . ....
Pro format for a plastic bottle of 20 feet, 1 liter, delivery time, packaging, destination, island of mayotte: port: longoni, island of reunion, port: the port and others... everything must be well detailed.
The visit of the factory, I will be in bangkok, normally next week if there are places left on the planes (PRIMORDIAL point, photos of the factory and products...)
g","Snflower,Mais,Sugar,Oil","Agriculture,Other Agriculture Products",https://importer.ec21.com/buy-lead/We-Buy-Refined-Sunflower--24364762.html,17,Beauty
Human Hair,"7 Jun, 2023",South Africa,Human hair importation from Brazil China Australia wegs supplies hair oil hairbeauty's designed wegs installation,"Human hair,Beauty health,Seller,Care","Business Services,Fashion Accessories Agents",https://importer.ec21.com/buy-lead/Human-Hair--24397547.html,17,Beauty
We Buy Cerave And The Ordinary,"8 Feb, 2022",Singapore,"For export wholesale price to Singapore. We are keen in most brands eg Cerave, the oridinary, burts bee etc.",We import Beauty Products,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/We-Buy-Cerave-And-The--24349103.html,17,Beauty
